epoch,train_loss,val_loss,iou,dice,precision,recall
1,1.2377682076836485,1.2534538334836074,0.3724981324660138,0.46898326759118675,0.4080197718863258,0.8933626207734737
2,1.1369400871848208,1.1974312249428587,0.4098627977997002,0.5056068560328613,0.469264169387667,0.8592414806761177
3,1.0704083097140942,1.142931103054943,0.4291024305032271,0.521144943402945,0.5056570552788057,0.8423019417740227
4,1.0149242372519924,1.1437012786096563,0.4316307262173379,0.5199107749276383,0.5236719248716735,0.8356905007716362
5,0.9896500322040609,1.1658130141555285,0.42078291026491876,0.5100659559466894,0.49073538805841305,0.8772039857706481
